"","REVENUE","MOU","RECCHRGE","DIRECTAS","OVERAGE","ROAM","CHANGEM","CHANGER","DROPVCE","BLCKVCE","UNANSVCE","CUSTCARE","THREEWAY","MOUREC","OUTCALLS","INCALLS","PEAKVCE","OPEAKVCE","DROPBLK","CALLFWDV","CALLWAIT","CHURN","MONTHS","UNIQSUBS","ACTVSUBS","PHONES","MODELS","EQPDAYS","AGE1","AGE2","CHILDREN","CREDITA","CREDITAA","CREDITB","CREDITC","CREDITDE","CREDITGY","CREDITZ","PRIZMRUR","PRIZMUB","PRIZMTWN","REFURB","WEBCAP","TRUCK","RV","OCCPROF","OCCCLER","OCCCRFT","OCCSTUD","OCCHMKR","OCCRET","OCCSELF","OWNRENT","MARRYUN","MARRYYES","MARRYNO","MAILORD","MAILRES","MAILFLAG","TRAVEL","PCOWN","CREDITCD","RETCALLS","RETACCPT","NEWCELLY","NEWCELLN","REFER","INCMISS","INCOME","MCYCLE","CREDITAD","SETPRCM","SETPRC","RETCALL","CALIBRAT","CHURNDEP"
"UNANSVCE",0.511785913324014,0.693874067873251,0.393498714348802,0.329387883198166,0.410237518740508,0.09558173397986,-0.0542998782023279,-0.072810956959362,0.627934147662523,0.410427944703991,1,0.491331296460954,0.354366690354456,0.640319476778625,0.630760305197929,0.518700205122832,0.744962356710638,0.767148118671778,0.636695703549715,0.0147423762773386,0.597690316987881,-0.0371855097603635,-0.0821129754569204,-0.0422987381806891,-0.0719279014247617,0.263701673217648,0.249024707614612,-0.283536172012946,-0.137665553560521,-0.118582357592614,-0.02904375175777,-0.111194639992682,-0.170726864807082,0.0348575748706582,0.0875025122673138,0.185293128525916,0.016968254770749,0.0994035560569665,-0.0110032533353464,-0.0524687544641978,-0.044640949045496,0.0834208462220701,0.107360586517753,-0.0404296497786638,-0.0348106882359114,-0.105206712635156,-0.0134847536995472,-0.00372749506355464,-0.00258513710460537,-0.0057025095354318,-0.0451534130392497,-0.0162988730153137,0.119713871522633,0.102618747089866,-0.12738649421775,0.0263613436004716,-0.126995211747584,-0.129225824386901,-0.0386415832444538,-0.0561902793866529,-0.106272709588627,-0.112714282940537,0.029521840502386,0.0264715457992243,0.0197038742004648,0.0222712611867943,0.0419972427022476,0.0980596330253292,-0.147385923383082,-0.00624997506322923,0.0352424528045334,-0.22743561462968,0.244231566262839,0.0268639770920463,-0.0193837656521593,NA
"CUSTCARE",0.271614512583047,0.478253677090524,0.225423948384607,0.148573355466658,0.215200124876791,0.0175477163803313,-0.0375270339471764,-0.069404787391291,0.38784863915113,0.280768041153796,0.491331296460954,1,0.285428312129211,0.414444941664406,0.380082995304243,0.313372010393303,0.402172402477046,0.516436088695172,0.419190592027081,0.0125983795869594,0.354817012679789,-0.04696723478222,-0.143680915880088,-0.1060355999145,-0.13287505234191,0.15187562301263,0.137696989284781,-0.238032828473458,-0.133798085206108,-0.111314706086822,-0.0550322174686783,-0.138352924198411,-0.154207182397974,-0.0068632846267881,0.0906798578230746,0.231736416142583,0.012965379864538,0.108024261773869,-0.0138032629687585,-0.0568235963430979,-0.0328916420873194,0.0608059766027152,0.0820724577249718,-0.0614121512901075,-0.0496907775639705,-0.0956381002041942,-0.00636073429509734,0.000872510640386269,0.00294580561538533,-0.00266451450741095,-0.0176489164355766,-0.0236726362183212,0.132137976877303,0.104472858064635,-0.122598551333389,0.0189515935276157,-0.115435357937165,-0.116354219483562,-0.0284237850133714,-0.0449915574910447,-0.0967516653957711,-0.126899990038237,0.0330501700269158,0.0271664253798,-0.00190374581573116,-0.00152533713838811,0.0558103969473828,0.110594103407534,-0.161401659702537,-0.0175467773187216,0.0222622209368553,-0.135996977975087,0.159978549589547,0.0297806963729154,-0.0276925697455792,NA
"THREEWAY",0.25154389901731,0.341528970029655,0.188234711378541,0.167770505611492,0.21138923256901,0.0443770953758891,-0.0238194825801291,-0.0359475234212304,0.356950793943466,0.289661853156835,0.354366690354456,0.285428312129211,1,0.31238319577627,0.317936967887282,0.239421104663518,0.342620908537087,0.385209726899917,0.426582600764622,0.0019704792833904,0.27744901282612,-0.0334077401560621,-0.0923784886410519,-0.0399917481592741,-0.0442164972109169,0.115510130337054,0.106491437842576,-0.16929260155359,-0.062995308216144,-0.0663227313705249,-0.0307726448450431,-0.0849404443053169,-0.0740601485747678,0.00642920492025907,0.0524607016844067,0.10715505770789,0.00905396738955348,0.059627432156127,-0.0358238973694932,-0.0343514658684937,-0.0494871484601018,0.0329888558113123,0.0892785076356268,-0.0803466355572654,-0.0483871539502658,-0.0545772897740204,-0.00309061649489875,0.0037998694299704,0.000520577987698724,-0.0028032454816053,-0.0166747511915366,-0.0116622416033417,0.0667339573937645,0.0556664663237913,-0.0791908821667415,0.0255223357657924,-0.0643188354317319,-0.0664461311437469,-0.0172533391627896,-0.016623908441138,-0.0541267571115092,-0.0571809004058317,0.0115615239512745,0.00760281199671713,-0.00384341917146449,-0.00812114099607633,0.0265526102746827,0.0531153860715242,-0.0761239141562157,-0.0154418535343227,0.00644720339627132,-0.0967139167119584,0.120716904527302,0.0106790712872213,-0.0199875712747057,NA
"MOUREC",0.628673399879539,0.834729274798873,0.477357404806368,0.31151373987907,0.512622166085031,0.10053980040517,-0.0734401852478122,-0.0901743928528715,0.609763291919025,0.372693360384733,0.640319476778625,0.414444941664406,0.31238319577627,1,0.722852842616116,0.674620764424727,0.78558080041169,0.795945846108621,0.615502545585935,0.0102126893733737,0.728420178152074,-0.042312343879365,-0.0460244894848434,-0.0403838303854409,-0.0745428524806474,0.285917755526875,0.275987203892063,-0.282433147634024,-0.160991136026773,-0.138818263802306,-0.0565324920530836,-0.0972897564561977,-0.154127979305431,0.0441283122977545,0.0766035883134655,0.151822548289376,0.0182208058907684,0.0878403951355384,-0.0416799833125602,-0.0258198576055423,-0.0619897289455963,0.0779490521345047,0.132113049921264,-0.0488503668575407,-0.025325206681866,-0.101521783777975,-0.0191115583741671,-0.0143621714869573,0.000998997986476723,-0.00771381997051243,-0.0534502600577094,-0.0121668317470095,0.13475954934514,0.116813082023843,-0.149386805138626,0.0348798350979861,-0.132801235023801,-0.134568529900723,-0.0393789292144003,-0.0573648694332764,-0.108249050314331,-0.123839464410257,0.0096438327891583,0.0116023161905162,0.024932400196308,0.0415659083723738,0.0505278037024411,0.118923943454834,-0.147314221805364,-0.0107187271632923,0.03936506781283,-0.244729156491636,0.267302183092275,0.00796759758241696,-0.0220985595954746,NA
"OUTCALLS",0.540513873541739,0.715260631422809,0.41600787131836,0.352642494573099,0.430889126112526,0.0917887010037424,-0.0497398550937819,-0.0643732688335453,0.63390748354861,0.349809225073309,0.630760305197929,0.380082995304243,0.317936967887282,0.722852842616116,1,0.762042762712109,0.751705184552309,0.78417263498347,0.619050516784766,0.0112577070819289,0.623402992126947,-0.0394115152014612,-0.0449515863893527,0.0154197101258644,-0.00567181883541731,0.274482608372413,0.266962464626922,-0.271776377098931,-0.152578523971336,-0.131198784592618,-0.0509985276533193,-0.0837565408829042,-0.128524062665765,0.0572072964780223,0.0565706282504427,0.116552833003386,0.0173425944250834,0.0666839170765404,-0.0412378106827217,-0.030565696099401,-0.0686980499332233,0.0730077699154371,0.124411791634744,-0.0603580111495639,-0.0255274694549741,-0.0936108270175648,-0.01462177582261,-0.0210501878041911,0.00834100771403466,-0.00823294449397163,-0.0583482252855115,-0.00938672630052474,0.126456192369771,0.107142283587591,-0.143059924106863,0.0387114807632253,-0.119317480005074,-0.120633718425626,-0.0347867382599059,-0.0455259996928383,-0.0993314347206744,-0.107939317855674,0.0114853973903294,0.0111581499893009,0.0243808811701182,0.0400713164881454,0.0623709352632046,0.110811929783871,-0.116180782391607,-0.00754365549785022,0.0394636622494598,-0.238975773000217,0.264722950226111,0.0103672490411471,-0.0212313024202545,NA
"INCALLS",0.414346239591731,0.591388840039086,0.326072631166403,0.219440781556925,0.332664786509445,0.0343529651217227,-0.0353816109922924,-0.0489173852918265,0.470874428288319,0.30272863544887,0.518700205122832,0.313372010393303,0.239421104663518,0.674620764424727,0.762042762712109,1,0.621370779610729,0.670103839282789,0.481163090110929,0.00862096264444172,0.562870600634092,-0.0432670812122462,-0.0415955576349802,0.0891603602351409,0.0901250238578552,0.25501552180488,0.249097833267597,-0.248841151027822,-0.131770128862692,-0.102554058765405,-0.0276082815167473,-0.0702016927324038,-0.122329068703439,0.0643365513810252,0.0439126980923922,0.0917922209655681,0.0174481519097783,0.0739232177824566,-0.0327360789246611,-0.0306049521958741,-0.0602867896209545,0.0642386525105477,0.115857737770742,-0.0204743789050196,-0.00647291151683544,-0.0855671708246407,-0.012635256382673,-0.0144809158111567,0.0072833514714423,-0.00807240446650297,-0.0488404792904306,-0.0104165336135186,0.108675134578813,0.093576111648331,-0.115703711891027,0.0235293561302896,-0.108866165792885,-0.109839225706272,-0.0393334074993785,-0.0412268481522787,-0.086271297449764,-0.089975033106707,0.00192825024611809,0.00442519006762421,0.0339991003953006,0.0443158015702646,0.0674037509317836,0.0920572803088075,-0.115820707774312,-0.00175433575107784,0.033924354999173,-0.216109142815929,0.247373203003528,0.00079677149729473,-0.0197297820675648,NA
"PEAKVCE",0.676057650970686,0.773907693818251,0.525559419628728,0.441788273561571,0.516724392448997,0.13092265764537,-0.0706909035941062,-0.0919138283277883,0.662852669224006,0.42315175464424,0.744962356710638,0.402172402477046,0.342620908537087,0.78558080041169,0.751705184552309,0.621370779610729,1,0.737555263972548,0.677457140646819,0.020025623447383,0.701530838289828,-0.0455402508220858,0.0144392724968628,-0.00325958713524655,-0.0278725813267564,0.331276550260655,0.31989999440457,-0.268927815500429,-0.125583078350993,-0.111936958156912,-0.02723145204933,-0.0641470344025929,-0.165553671891726,0.0421374614302942,0.0713330551108019,0.155252809406047,0.0268258710301134,0.0529899139437608,-0.0340247993023702,-0.0191926459566891,-0.0581639469501119,0.094417925038192,0.116418196950535,-0.0299420314565085,-0.015864671002308,-0.0867298707756933,-0.0110207850113843,-0.0150768273779958,-0.00501073318060719,-0.00816898843202444,-0.0577777234823858,0.00151125771928236,0.0949989906100647,0.0911056276826882,-0.109697887265263,0.0196254551360133,-0.111758644790813,-0.112811088600597,-0.0329576026030062,-0.0494185842143298,-0.0934151710676962,-0.0876851330891099,0.0212058871312067,0.0230457605543676,0.0271153490361604,0.0582420516439104,0.0346197076407331,0.0812549745224686,-0.0993410683016461,-0.0053770188324743,0.0627091222626424,-0.28398347150712,0.280858482166796,0.0191749900886437,-0.0222705070914393,NA
"OPEAKVCE",0.51553946781387,0.796430634548064,0.398917233329356,0.302650263683558,0.424756238804143,0.0696929322246935,-0.0477270031590171,-0.0633094982761847,0.67368725549397,0.424669832572049,0.767148118671778,0.516436088695172,0.385209726899917,0.795945846108621,0.78417263498347,0.670103839282789,0.737555263972548,1,0.692952781715369,0.0153268781737065,0.7068687496911,-0.0449296040314759,-0.114577888643873,-0.0672713426112296,-0.103248999797931,0.276494206751952,0.264274520708954,-0.322889513232463,-0.162403134705956,-0.135979347460414,-0.039386243526856,-0.134895921116898,-0.162188049955555,0.0418538024488255,0.093438109721826,0.175646695211649,0.0127957392999912,0.120338693589487,-0.0509799957979532,-0.044860064864376,-0.077931425272493,0.0861203667532834,0.134106895028499,-0.0582355097198309,-0.0354782855505198,-0.113266693718364,-0.0122240483920859,-0.00887488967482493,0.00531798835358971,-0.00830528369690756,-0.0521353536379984,-0.0222593501187787,0.144579075681191,0.116808856632892,-0.161603218694835,0.0484734731427075,-0.136126255194295,-0.138081289919124,-0.0435311056793419,-0.0598195610369779,-0.117334604533434,-0.124114901752706,0.0210315776456601,0.019289592220875,0.0212522741859712,0.0176941221354078,0.0566449222574878,0.118755523784462,-0.161668330611785,-0.0129211801323875,0.0253967779686383,-0.240825198991344,0.281450739652638,0.0185881688575945,-0.0232472320659065,NA
"DROPBLK",0.512259976201533,0.667458881475291,0.39598308494959,0.308417529398896,0.402162197126474,0.123467389828836,-0.0683559988108878,-0.0759463391293276,0.819073069492516,0.737502004110141,0.636695703549715,0.419190592027081,0.426582600764622,0.615502545585935,0.619050516784766,0.481163090110929,0.677457140646819,0.692952781715369,1,0.013044421146219,0.568363019280566,-0.0190233984919677,-0.0911287391294522,-0.0412556475449028,-0.0690085898086965,0.242312674987032,0.230411428865474,-0.275999560800457,-0.125886052264275,-0.104857370637808,-0.0284270089884079,-0.104857974143005,-0.132786413918198,0.0308953259666266,0.0787461620305994,0.146942330039405,0.0166610191225776,0.0809826473019415,-0.000835205572998072,-0.0407581420314618,-0.0284700917269257,0.0824608516807699,0.106678963624147,-0.060659050223589,-0.040228990896336,-0.0903631935456982,-0.0113041558708033,-0.00269633275866456,0.000847185735572813,-0.00493561876832805,-0.0440947733465738,-0.0130231144561041,0.107175902070918,0.0973264313313012,-0.115093362174711,0.0186353266191104,-0.110340889127314,-0.112764871180047,-0.0314570496871231,-0.0468187588894259,-0.091455312839954,-0.10410133220731,0.0274034836055702,0.02432057001089,0.00843719638446901,0.0216225078454539,0.0406612614649861,0.0960655844262536,-0.123236580454789,-0.00946466687194954,0.0312710175964408,-0.209772054623438,0.224946976210423,0.0263488821926154,-0.00966035699929303,NA
"CALLFWDV",0.011897985458654,0.0154554520711868,0.0115987095780631,0.00494086945473742,0.003424821947455,0.00877529647580802,-0.00319061160551981,-0.00187054979144012,0.003904591644647,0.0227784969256741,0.0147423762773386,0.0125983795869594,0.0019704792833904,0.0102126893733737,0.0112577070819289,0.00862096264444172,0.020025623447383,0.0153268781737065,0.013044421146219,1,0.0146071760386877,-0.00301498813391061,0.000847167799175627,0.00508601004566734,-0.00212390366459353,0.0133687404863789,0.0108143526043974,-0.0101374611784978,-0.0078031357633683,-0.00734959717255327,-0.00495646995700669,-0.00283839069663008,-0.00914993792031053,0.00425278650071923,0.0046232795452067,0.00892401694295233,-0.00101646831427533,-0.00173485203948422,0.00702760870642585,-0.00629209327759369,0.00381230079359383,4.06531739337166e-05,0.00614474506951015,-0.00163397434666301,-0.00265613833253594,-0.0063798593321027,-0.00128629596928199,-0.000137510726950512,-0.00174335853225568,-0.00118377830438869,-0.00130020028420366,-0.00245986906745836,0.0077905645999363,0.00916188702904105,-0.00639239730601889,-0.00318678640041274,-0.010336820252272,-0.0102905826563582,-0.00254544166321097,-0.0038376171001685,-0.00154120887870338,-0.00678878956362624,0.00448851503646975,-0.00130843902067498,-0.0014341783303411,0.00499332441483173,0.00231926651841006,0.00620154195646558,-0.0068186382266327,-0.00159125745392712,0.000777466250884006,-0.00591355357397492,0.00517103067583525,0.00534740257015501,-0.00539392743095829,NA
"CALLWAIT",0.525621366428149,0.691485937718293,0.393389859903205,0.322570531794335,0.430904336621543,0.0787343280917966,-0.0662167750759319,-0.0800034899015818,0.504836663498241,0.424198822269746,0.597690316987881,0.354817012679789,0.27744901282612,0.728420178152074,0.623402992126947,0.562870600634092,0.701530838289828,0.7068687496911,0.568363019280566,0.0146071760386877,1,-0.0317833123260088,-0.0384057734841657,-0.0224968914072904,-0.0464341708484182,0.255061628850689,0.243463860820516,-0.242366084913282,-0.10341356032856,-0.0782962463992896,-0.0122477241090544,-0.0741559693253913,-0.129025480177776,0.0329569425025975,0.0679570651035041,0.136824762528731,0.0114551179652974,0.0478868015088223,-0.0220790763317361,0.00998039793700686,-0.0381595157887143,0.078721489872152,0.0969818989967282,-0.0173687876182293,0.000892014312897297,-0.0684919718795303,-0.0113880738566883,-0.00870141899748611,0.00157949130736445,-0.00644188747993151,-0.0386282777333844,-0.00808753927631391,0.0810197221639974,0.0742902409819673,-0.0903615338471205,0.0170160955342978,-0.0858700998079818,-0.0861459468941996,-0.0298674509374386,-0.0455597174554776,-0.0739372651278074,-0.0820200706154321,0.0150448944606828,0.0130927375488697,0.0119905723634742,0.0376574828624205,0.0469555087058882,0.0760531722492185,-0.0952471940392514,-0.00253606663013626,0.031700512311585,-0.213894545006937,0.234350655555215,0.0150023253885213,-0.0163348713305893,NA
"CHURN",-0.0160988087795646,-0.0531262087810072,-0.0623973943813626,-0.0206829330889813,0.0253740980923236,0.0135012562907518,-0.0452650895095813,-0.00438756512516281,-0.0157912190116785,-0.0143701042454705,-0.0371855097603635,-0.04696723478222,-0.0334077401560621,-0.042312343879365,-0.0394115152014612,-0.0432670812122462,-0.0455402508220858,-0.0449296040314759,-0.0190233984919677,-0.00301498813391061,-0.0317833123260088,1,0.0236976501127499,0.039764121071941,0.0208799739388899,-0.0368570074699081,-0.0435145272281043,0.107783358410644,-0.0292252845218879,-0.0190378496924284,0.00518294880313269,0.0209744622745634,0.0210296119703149,0.0190997782802171,-0.0190017887359497,-0.0560605669334382,-0.00265427065121868,-0.000550145409902057,0.013537560987416,-0.00988377396267256,0.0102207672454749,0.0298670926747743,-0.0618861393772143,0.000851154002783781,0.00131200479570771,-0.00670078547518518,0.00279694246201108,-0.00528513268115768,0.00140944443118226,0.00388556463027227,-0.00753918558825856,-0.00410734838274009,0.0154414660964994,0.0199105026955208,-0.00464227582984984,-0.0172142548700532,-0.0237429232201721,-0.024492384239296,0.000770976898620792,-0.00395345065756622,-0.00304598032598564,-0.0104386603602178,0.0708862333925961,0.0378672564771446,-0.0083596609545875,0.00545964944844868,-0.0131398656742159,0.0177793858402995,-0.0119845944455427,0.00556918149597606,-0.0122925585383484,0.036223376194965,-0.0275561917270869,0.0733171780588653,0.525075174073979,NA
"MONTHS",-0.0135187157139213,-0.0935809501385431,-0.0775358664563573,0.00533577583358964,-0.0236809738381517,-0.0251626061369868,0.00823767292262554,-0.00115210145362976,-0.0554677300816847,-0.0879663352057602,-0.0821129754569204,-0.143680915880088,-0.0923784886410519,-0.0460244894848434,-0.0449515863893527,-0.0415955576349802,0.0144392724968628,-0.114577888643873,-0.0911287391294522,0.000847167799175627,-0.0384057734841657,0.0236976501127499,1,0.0307490833080216,0.0395875792484464,0.380256204072944,0.386393362571394,0.444371744678733,0.128718641674916,0.0861384906241798,0.0250575889336019,0.502016702907699,-0.258142123820471,0.00634534506205787,-0.0534888041971145,-0.123676946966849,0.048278760348052,-0.0734957860533826,-0.0396676910471638,0.0673081483696604,-0.0303603065741443,0.0506229309762672,-0.24336266913822,0.0592127457857869,0.0456212963629465,0.0610325271649894,0.0150761494230693,-0.00522270345928866,0.00254438948550225,0.00135938093703881,0.0117792196800005,0.035929920208978,-0.134225842868549,-0.114999404272041,0.0854397714237157,0.03421299293249,0.0803999991757157,0.0860182759750483,0.0211356914157661,0.0409951956256266,0.0628312846819719,0.144919019790702,0.0720649256798314,0.0566719520432098,0.121032550130003,0.180906724681027,-0.0173958777478835,-0.131309176605918,0.145064312494938,0.014732129126603,0.210499354261174,-0.328364611064382,0.0675967549839003,0.0715297712640188,0.0127703463716167,NA
"UNIQSUBS",-0.0357297508067496,-0.0512610320477074,-0.0663768425202848,-0.00577709075028699,-0.0211009034278654,-0.0147021588243355,0.00486722994546514,0.0112851679311358,-0.0423606260777017,-0.0182564900498778,-0.0422987381806891,-0.1060355999145,-0.0399917481592741,-0.0403838303854409,0.0154197101258644,0.0891603602351409,-0.00325958713524655,-0.0672713426112296,-0.0412556475449028,0.00508601004566734,-0.0224968914072904,0.039764121071941,0.0307490833080216,1,0.784563672267635,0.0470127852531948,0.0611185936621628,-0.0121096121929754,0.0599356014032384,0.0747435410125389,0.0828435033658795,0.17491017840637,0.0159361016381836,0.0920639269828328,-0.132803366600085,-0.147401298323271,0.0168620367841839,-0.0991342907967362,0.00140608730956045,0.034078913646516,0.0303618587919494,0.0172371685619896,-0.0109585601269626,0.0603416250962973,0.0507652723061209,0.056275374486351,-0.00553060239508098,-0.00756178239802307,-0.000952553203068928,0.00175509074862996,-0.0203053455447981,0.0225686623443447,-0.064118801997044,-0.0309937272253179,0.0882324778567491,-0.0633102376157695,0.0650381498476747,0.0644560315426867,0.0108418288130594,0.0306484376315547,0.0658142980412718,0.0591204547647006,-0.0142736573104135,-0.00303872720219304,0.00193188742447774,0.0903466385511559,-0.0392048230892872,-0.0459030478757512,0.0912973995593401,0.0144882191757589,0.00544415831143207,-0.0386046583576214,0.0107886919767807,-0.0149065748763985,0.0268828089156697,NA
"ACTVSUBS",-0.0639569964082454,-0.0899147468166718,-0.0959653638642834,-0.0229202284786861,-0.0356630522537965,-0.014772024992748,0.00560696365558283,0.0136028288254801,-0.0735737649234225,-0.0312545377212148,-0.0719279014247617,-0.13287505234191,-0.0442164972109169,-0.0745428524806474,-0.00567181883541731,0.0901250238578552,-0.0278725813267564,-0.103248999797931,-0.0690085898086965,-0.00212390366459353,-0.0464341708484182,0.0208799739388899,0.0395875792484464,0.784563672267635,1,0.0120964221942068,0.0230157048895819,0.022482933526542,0.0922383843465008,0.103075135109374,0.0983003029166739,0.130486778064984,0.0649409093244093,0.0786365061396145,-0.134810533626466,-0.148296635056713,0.00743144812338746,-0.098036903484636,0.0046803546994362,0.0400276628806726,0.0385099971311278,0.00575457287868769,6.3328476543056e-05,0.0723224550492991,0.053163997278312,0.0765578469974841,-0.00190050983706153,-0.000421189299420708,-0.0030959755229199,-0.00187571293317894,-0.0182898473052133,0.0260488172775365,-0.102691013852909,-0.0637264069317266,0.123426791836315,-0.0656691748768957,0.0912222581602257,0.0907696433793769,0.0187065965100121,0.039309965189449,0.0889014352457439,0.093362450363599,-0.0372658101283443,-0.0169000136812457,0.0236534905612903,0.0704477823531017,-0.0370970878065633,-0.0822315803888014,0.124999487166423,0.018418227231263,0.00235817567258632,-0.00622469342319997,-0.0112854515170595,-0.0387611180144048,0.0176436337115583,NA
"PHONES",0.265833880469527,0.291942422413982,0.212585730768292,0.17345515259586,0.151156830012896,0.0376114481814244,0.00914218928548183,-0.0284460896975108,0.24643088568017,0.142846021077185,0.263701673217648,0.15187562301263,0.115510130337054,0.285917755526875,0.274482608372413,0.25501552180488,0.331276550260655,0.276494206751952,0.242312674987032,0.0133687404863789,0.255061628850689,-0.0368570074699081,0.380256204072944,0.0470127852531948,0.0120964221942068,1,0.891996211659572,-0.42713196682051,-0.0206908862455584,-0.0331822828397669,-0.0166584062431101,0.129403398669818,-0.206541789670978,0.0363697085439655,0.0266130862141045,0.0551994002394769,0.0517596989858323,0.0182416628078585,-0.0397351625130842,-0.00323714711109539,-0.0512259075212663,0.292076982207223,0.108039730205986,-0.000318876391309492,0.003361388826791,-0.0323852958684018,-0.000348090546223829,-0.00941976068509658,-0.00311380999850126,-0.00569515242405701,-0.0200673411566879,0.0142297190606797,0.0121201770997933,0.0111755049681698,-0.0508160483842825,0.0439645492712077,-0.0371059620852115,-0.0358593252770587,-0.015719132680402,-0.0110391421913049,-0.0250312900954131,-0.00129657496990894,0.10260011569199,0.094375816772669,0.0633759058533645,0.129536345738277,0.0246062173521069,-0.00199652018155521,-0.023368075947077,0.00383447816108652,0.151266815123475,-0.833589694460558,0.654151349317408,0.100373055730332,-0.0197457970702452,NA
"MODELS",0.254082792093631,0.280120449504338,0.20301053426231,0.166597242080982,0.147631072823157,0.0343449874715785,0.0116651643916666,-0.0236111722215721,0.237681220705765,0.132059259481247,0.249024707614612,0.137696989284781,0.106491437842576,0.275987203892063,0.266962464626922,0.249097833267597,0.31989999440457,0.264274520708954,0.230411428865474,0.0108143526043974,0.243463860820516,-0.0435145272281043,0.386393362571394,0.0611185936621628,0.0230157048895819,0.891996211659572,1,-0.433656650670658,-0.0230776154849091,-0.0342587269543582,-0.0166023312292451,0.14469919140977,-0.212529661071772,0.0358226702587554,0.0259303142576274,0.050100867117403,0.0474201038859407,0.0179489360870851,-0.039950907866144,-0.000358808248776245,-0.0518327583584938,0.318813439376154,0.125712244610519,-0.000825659231346786,0.00540251178126241,-0.0323405877742942,-0.00154202542664296,-0.00733218707110823,6.80201182891338e-06,-0.00664737796255812,-0.0213989266933264,0.0116634230460013,0.0120032705325232,0.0106352507199398,-0.0496657486694643,0.0432922267260585,-0.0354627052416557,-0.0335440638060313,-0.0148227905566712,-0.0127750654503796,-0.0234052822627319,-0.000774107555800817,0.0965714393287489,0.0979946898381657,0.0670340140033156,0.122926943190672,0.0255225573428425,-0.00173708464778195,-0.0199498690083917,0.00258269682084046,0.140616662953884,-0.802078617865765,0.587666632392858,0.0933651785327163,-0.024170737825487,NA
"EQPDAYS",-0.256547238127435,-0.336365873539714,-0.264041458442638,-0.149819643382119,-0.157071362468995,-0.0637456150632354,-0.0153647687341324,0.021671063958122,-0.254825455251186,-0.186270747581119,-0.283536172012946,-0.238032828473458,-0.16929260155359,-0.282433147634024,-0.271776377098931,-0.248841151027822,-0.268927815500429,-0.322889513232463,-0.275999560800457,-0.0101374611784978,-0.242366084913282,0.107783358410644,0.444371744678733,-0.0121096121929754,0.022482933526542,-0.42713196682051,-0.433656650670658,1,0.120273751926594,0.100222470042858,0.0276997804162719,0.262251833059066,-0.00593546779734963,-0.0327662376080276,-0.0718564041235391,-0.136247379841828,-0.0105879072507767,-0.0693555748681881,-0.00177713386447886,0.0575059238707136,0.0208775440872316,-0.159615415742856,-0.362367115017188,0.0449558184679716,0.0293848827739636,0.0779460019269674,0.0141197459048548,-0.000191009793199088,0.00110164041336237,0.00815783142302229,0.0337570524498093,0.0130120211162146,-0.117373981974892,-0.100049243408537,0.112183806332726,-0.0123386323923116,0.0930572756218305,0.0959596600564583,0.0329577951505948,0.0464789057841165,0.068361805442091,0.119129667207358,-0.0283594553722907,-0.0416750554879809,0.036850278565638,0.0303602951466304,-0.0264390753530621,-0.101391429516192,0.1351334995682,0.0115560864194396,0.0318435811818677,0.44076378460546,-0.459411984908031,-0.0256092853946125,0.0579233648880798,NA
"AGE1",-0.128910914174404,-0.175710785561383,-0.116584521894708,-0.0785450893091263,-0.0889900903222653,-0.0206333498455165,0.0170642645930101,0.0198907213622736,-0.13837693034831,-0.0587587625983379,-0.137665553560521,-0.133798085206108,-0.062995308216144,-0.160991136026773,-0.152578523971336,-0.131770128862692,-0.125583078350993,-0.162403134705956,-0.125886052264275,-0.0078031357633683,-0.10341356032856,-0.0292252845218879,0.128718641674916,0.0599356014032384,0.0922383843465008,-0.0206908862455584,-0.0230776154849091,0.120273751926594,1,0.67920073324906,0.338084562628001,0.126804814692038,0.111733126875098,-0.027128894744698,-0.0645085200250257,-0.120521680963892,-0.0229058620769703,-0.139693558488958,0.0546563456798708,0.0916959752039804,0.0709517570337276,-0.0112474769358917,-0.0712229433140541,0.298768333026454,0.183006238936871,0.305285159631664,0.0799641839836592,0.109217068795372,0.0192942717548084,0.0326762599530603,0.151090312090586,0.0993023154802199,-0.692852215251443,-0.602445740850665,0.513974234501362,0.105391176138852,0.514201449099599,0.528238279833339,0.079541986392525,0.17386888185335,0.31734538652334,0.676004626161933,-0.0157106083717692,-0.010020321572124,0.00875361504004368,0.0133558366481617,-0.0172376796895175,-0.734615568573941,0.643113771024993,0.0686601248485139,0.0159811182693715,0.0248756620005569,-0.0562967624121537,-0.0149516963808597,-0.0155197500204747,NA
